name,gender,meanings,origin
Abdelkader,m,"Servant of the Powerful, Variant of Abdul Qadir",Arabic
Abdulkhaliq,m,Servant of the Creator,Arabic
Abdurahim,m,Servant of the Compassionate,Arabic
Acamas,m,Unknown,Greek
Addix,,Unknown,Unknown
Adniel,m,uncertain,uncertain
Adony,m,"Lord, God is my master",Hebrew
Adeolu,m,"Crown of wealth, King's crown",Yoruba
Adwik,m,Unknown,Unknown
Agamjit,m,Unknown,Unknown
Akillies,m,Unknown,Unknown
Ahki,m,"Earth, First, Chief",Native American
Akaash,m,"sky, open space, ether",Sanskrit
Akol,m,unknown,unknown
Akinola,m,"Brave, Strong, Warrior",Yoruba
Alick,m,Defender of the people,Scottish
Alaz,m,"Noble, Honorable",Turkish
Alijha,m,"Noble, exalted",Arabic
Almar,m,"Noble, famous",Germanic
Amittai,m,"Truth, Truthful, My truth",Hebrew
Amhir,Unknown,Unknown,Unknown
Ancil,m,Uncertain,Latin
Amol,m,"Priceless, precious",Sanskrit
Ankush,m,"Conqueror, Control",Sanskrit
Angeal,m,"Messenger, Angel",Greek
Angle,,"Angle could be a variation of the name Angela, meaning 'messenger of God', or it could also refer to the geometric term 'angle'","It could be of Latin origin, derived from Angela, or it could refer to the geometric term"
Anthon,m,"Priceless, Praiseworthy",Greek
Arata,m,"fresh, new, innovative",Japanese
Asmar,m,"Brown, Dark-colored",Arabic
Areion,m,Unknown,Greek
Arbin,m,"Strong, Intelligent, Noble",Nepalese
Ausencio,m,Unknown,Latin
Avanish,m,Lord of the earth,Sanskrit
Avenn,,Unknown,Unknown
Bara,f,unknown,unknown
Aymir,Unknown,Unknown,Unknown
Bavly,m,Unknown,Unknown
Bearick,,Unknown,Unknown
Bhavith,m,"Meaning of Bhavith is 'One who is well known, Emotional, Polite, Famous, Believer in God'",Indian
Bishesh,m,"Unique, Special, Extraordinary",Nepali
Blaydon,m,"Son of Blaeja, from the black or dark valley",Old English
Boady,,Unknown,Unknown
Bocar,m,"Strong, brave",African
Bodean,m,Uncertain,Uncertain
Boyu,m,Unknown,Chinese
Bracyn,Unspecified,Unspecified,Unspecified
Brailon,m,Modern invention,"Unknown, likely modern American"
Braidan,m,"Variant of Braden, from a Gaelic word meaning 'salmon', or 'broad hill' depending on the source.",Irish
Brais,m,Unknown,Unknown
Brann,m,"Possibly means 'raven' in Irish, as well as 'sword' and 'fire' in Old Norse","Irish, Norse"
Brendin,m,Variant of the name Brendan,Irish
Brayam,m,Uncertain,Uncertain
Bronxton,m,From the Bronx town,American
Britian,m,"From Britain, Land of the Britons",Unknown
Bryken,m,"Free, Noble",English
Brylor,Unknown,Unknown,Unknown
Byson,Unknown,Unknown,Unknown
Cadien,m,"Pure, Beloved",Welsh
Cadel,m,"Battle, Spirit of War",Welsh
Caillou,m,"Stone, pebble",French
Carlen,"m, f","Variant of Carla, Free man, Strong; manly","German, English"
Carleton,m,"Free town, From the castle, Carl's town",English
Carmyne,f,"Garden, song, beloved",Hebrew
Carterjames,,Combination of two names: Carter and James,
Carvin,m,"Friend of the marsh, Little champion",Irish
Casimer,m,"Bringer of peace, Proclaimer of peace",Polish
Cazden,m,"Bold, Spirit of battle",English
Chaleb,m,"Calm, Peaceful, Forehead",Arabic
Chev,,Unknown,Unknown
Chali,m,"Strong, Vigorous, Leader",Sanskrit
Chevrolet,Unknown,Unknown,Unknown
Chinguun,m,"Strong, powerful",Mongolian
Chezkel,m,God will strengthen,Hebrew
Chrisshawn,m,Christ-bearer,English
Chinua,m,God's own blessing,Igbo
Christianjames,m,"Follower of Christ, Supplanter","English, Hebrew"
Christopherjame,m,"bearer of Christ, supplanter","Greek, Hebrew"
Cohyn,Unknown,Unknown,Unknown
Coren,m,Unknown,Unknown
Corvo,m,Raven,Latin
Corrick,m,Spear ruler,Irish
Correll,m,"Uncertain, Possibly derived from the Old French word 'coronel' which means 'unit commander' or 'crown'",Uncertain
Courtez,m,May mean courteous or polite,French
Coyle,m,uncertain,Irish
Criston,m,Follower of Christ,English
Dakaden,Unknown,Unknown,Unknown
Daewon,m,"Great, Prosperous",Korean
Darcell,m,"Leader, Strong, Courageous",English
Dantes,m,"Enduring, steadfast",Latin
Dardan,m,From the ancient kingdom of Dardania,Illyrian
Dassiah,f,"Gift of God, Hope",Hebrew
Daston,m,"From the dale town, unknown meaning",English
Dawkins,m,Son of David,English
Dayvid,m,"Beloved, David",Hebrew
Decatur,m,"Occupational surname, From the town by the sea",English
Deantre,m,Unknown,Unknown
Dekklan,m,Unknown,Unknown
Demarre,m,"From the sea, born of the sea",French
Derrel,m,"open to criticism, uncertain",English
Deshone,m,God is gracious,French
Dheeraj,m,"patience, perseverance",Sanskrit
Deyonte,m,Modern invention,Modern American
Deylon,m,Unknown,Unknown
Dhiren,m,"Patient, steady, composed",Sanskrit
Donyell,m,unknown,unknown
Djay,m,Modern Invented Name,Unknown
Doryan,m,unknown,unknown
Drevyn,m,Unknown,
Dushawn,m,Unknown,Unknown
Duwan,m,Unknown,Unknown
Earvin,m,"Friend of the sea, Sea friend",Unknown
Dyaire,m,Uncertain,Uncertain
Dwan,m,"Dark, Little and dark, Descendant of Dúnadhach","Irish, Gaelic"
Edens,m/f,"Delight, Paradise, Pleasure",Hebrew
Edo,m,"Wealthy, prosperous",Japanese
Edvard,m,"wealthy guardian, wealthy ruler, guardian of riches","Old English, Old German"
Ekjot,m,One who is absorbed in the divine light,Punjabi
Ektor,m,"Steadfast, enduring, unyielding",Greek
Eldyn,m,Unknown,Unknown
Elishama,m,God has heard,Hebrew
Ellyot,m,"variant of Elliott, from Elijah",English
Eljin,m,unknown,unknown
Estaban,m,"Crown, Wreath, Spanish origin",Spanish
Eury,f,"Wide, Broad, Extensive",Greek
Ethian,m,Uncertain,Uncertain
Eyler,m,Uncertain,German
Fayyad,m,"overflowing, abundant, generous",Arabic
Faraaz,m,"Elevation, significance, high position",Persian
Gianmarcos,m,God is gracious,Italian
Garreth,m,spear ruler,Irish
Gion,m,God is gracious,Hebrew
Garrin,m,"Spear, Mighty warrior",Irish
Garris,m,"spear-follower, son of the spear, from the brushwood or grove",English
Giovann,m,God is gracious,Italian
Go,m,"Five, wisdom, understanding",Chinese
Goutham,m,"Enlightened, Wise",Sanskrit
Haroldo,m,"Leader, Army ruler",Germanic
Griffinn,m,"Strong, fierce","Irish, Welsh"
Hasheem,m,"strong, powerful, wise",Arabic
Hasin,m,"handsome, beautiful, charming",Arabic
Hobbs,m,"Bright heart, beloved",English
Henrich,m,"Ruler of the household, Home Ruler",Germanic
Henery,m,"Ruler of the household, Estate ruler",Germanic
Hodges,m,"Son of Hodge, Son of Roger",English
Hudeyfi,m,Unknown,Arabic
Hudayfi,m,Unknown,Arabic
Hubery,m,"Bright mind, intelligent",Germanic
Humayl,m,Unknown,Arabic
Idin,m,Unknown,Persian
Hymie,m,Hebrew meaning 'my God is generous',Hebrew
Imam,m,"Leader, Guide, Teacher",Arabic
Isaam,m,"Variant of the name Isam, derived from Arabic meaning 'protector, safeguard'",Arabic
Itzhak,m,Laughter,Hebrew
Iyas,m,Unknown,Unknown
Jacksonjames,m,Son of Jack,English
Jacksten,,,
Jabre,m,"Strong, Courageous, Valiant",Arabic
Jacobey,m,"Supplanter, uncertain",Hebrew
Jacyon,m,Unknown,Unknown
Jahmarri,m,Unknown,Unknown
Jadwin,m,uncertain,uncertain
Jahleal,m,Unknown,Unknown
Jagraj,m,Warrior king,Punjabi
Jaibir,,Unknown,Unknown
Jakyron,m,Unknown,Unknown
Jakeb,m,"Supplanter, held by the heel",Hebrew
Jamear,m,Unknown,Unknown
Jamarley,m,Modern blend of Jamal and Marley,Modern English
Jameek,m,Unknown,Unknown
Jamorris,m,Modern Invention,American
Jannick,m,God is gracious,Hebrew
Jaquise,m,"Variant of Jacques, Supplanter",French
Jaydrien,m,Uncertain,Uncertain
Jaycub,m,"Supplanter, One who follows",Hebrew
Jaymarion,m,Modern combination of Jay and Marion,Modern American
Jaymus,m,"Supplanter, Holder of the heel",Hebrew
Jayvaughn,m,Modern Invention,American
Jeffrie,m,peaceful ruler,Germanic
Jebril,m,"Arabic origin, meaning 'Gabriel'",Arabic
Jemel,m,"Beautiful, Handsome",Arabic
Jemarcus,m,Modern combination of the names Jermaine and Marcus,Modern American
Jencarlo,m,God is gracious,Italian
Jerad,m,unknown,unknown
Jerami,m,Unknown,Unknown
Jhosmar,m,Unknown,Unknown
Jevan,m,Unknown,Unknown
Jerriel,m,Unknown,Unknown
Jeray,m,Modern Invention,American
Jhosua,m,God is salvation,Hebrew
Joris,m,"Farmer, Variant of George",Greek
Jonoah,m,Unknown,Unknown
Jordano,m,"descendant of Jordan, flowing down, to descend, to go down","Hebrew, Italian, Spanish"
Josbel,m,Unknown,Unknown
Jonibek,m,"Brave, Leader, Resolute",Persian
Josiahh,m,Jehovah has healed,Hebrew
Joshwa,m,God is salvation,Hebrew
Jovens,m,"Young, youth",Latin
Judon,m,"From the surname Judson, son of Judd; Praised; Gracious",English
Julyus,m,"Youthful, Jove's child",Latin
Junito,m,Unknown,Unknown
Jyden,m,Unknown,Unknown
Kadric,m,Unknown,Unknown
Kahi,m,"Ocean, Breath",Polynesian
Kaice,m,"Variant of Kase, meaning 'vigilant, watchful'",English
Kaidenn,m,"Form of Caden, Son of Cadán",Irish
Kailem,m,Uncertain,Uncertain
Kamarrion,m,Unknown,Unknown
Kamdan,m,Modern invention,"Unknown, likely modern invention"
Karrar,m,"Fierce, Brave, Warrior",Arabic
Kaydeen,m,"Pure, fighter","Irish, Celtic"
Kayeden,m,Combination of Kay and Aiden,Modern English
Kayge,Unisex,No established meanings,"Modern, possibly created as a variation of other names"
Keionte,m,['Unknown'],Unknown
Keitaro,m,"Blessed, fortunate",Japanese
Keldin,m,Unknown,Unknown
Keldyn,m,Unknown,Unknown
Kessel,,Unknown,Unknown
Ketan,m,"Pure, bright",Sanskrit
Keyvion,m,Unknown,Unknown
Kelten,m,"Warrior, From the Town by the River, Descendant of Ceallach","Irish, Scottish"
Key,,"A tool for opening locks, a solution to a problem, a vital or important element",English
Kevins,m,"handsome, kind-hearted, beloved",Irish
Khaisen,Undefined,Undefined,Undefined
Khasim,m,"Strong, powerful",Arabic
Khory,Unknown,Unknown,Unknown
Kierin,m,"Dark, Black",Irish
Khonner,m,Unknown,Unknown
Kiean,m,Unknown,Unknown
Kierran,m,"Black, Dark, Dusky",Irish
Kili,,Uncertain,Uncertain
Kingjulian,,,
Kingden,Unknown,Unknown,Unknown
Kierson,Unknown,Unknown,Unknown
Kingkarter,m,None,None
Kinzer,m,"Strength, leader, commander",English
Kou,m,"Clear water, Happiness",Japanese
Klever,m,"Clever, Intelligent",Latin
Kito,m,"Precious, valuable",Swahili
Kouper,unknown,unknown,unknown
Kyas,m,Unknown,Unknown
Kristofferson,m,"Son of Kristoffer, Son of Christ",Scandinavian
Kyeem,m,Unknown,Unknown
Kubo,m,Blank,Japanese
Kying,,Unknown,Unknown
Kyiel,m,Uncertain,Uncertain
Kyrien,Unknown,Unknown,Unknown
Labron,m,Modern name,Unknown
Kyrelle,f,Unknown,Unknown
Laderrick,m,"Based on Derrick, ruler of the people",English
Lakshan,m,"attributes, signs, characteristics",Sanskrit
Lamarco,m,Modern combination of Lamar and Marco,American
Laif,m,"Notable warrior, Heir",Scandinavian
Ladson,m,"son of lad, lad's son",English
Lamontre,m,Unknown,Unknown
Lemont,m,"From the surname meaning 'the mountain', possibly of French origin",French
Levine,m,Son of Levi,Hebrew
Leshaun,m,"Modern invention, possibly a combination of names such as Lee or Leslie and Shaun","Modern English, possibly a combination of other names"
Liammichael,,,
Little,,"Small, diminutive, unimportant",English
Loxton,m,From the town by the salmon stream,English
Limmie,Unknown,Unknown,Unknown
Lehan,m,"Bright, Shining, Enlightened",Irish
Luisdaniel,m,Famous warrior,Spanish
Majok,m,Unknown,Unknown
Madixx,,unknown,unknown
Maichail,m,Who is like God,Hebrew
Makaih,m,Unknown,Unknown
Malec,m,"Guardian, Strong, Dark",Latin
Maklin,m,No specific meaning,Irish
Manit,m,unknown,unknown
Mamadu,m,Uncertain,Uncertain
Markael,m,"Similar to Michael, Who is like God",Hebrew
Markhai,m,Unknown,Unknown
Marq,m,Variant of Mark,Latin
Marqwan,m,Modern combination name,American
Marton,m,"From the marsh settlement, warlike, hammer","English, Hungarian"
Marrell,m,None,Unknown
Matheos,m,Gift from God,Greek
Maruf,m,"Well-known, Honorable, Worthy of admiration",Arabic
Maxamilian,m,"Greatest, The greatest",Latin
Mayjer,,Uncertain,Uncertain
Mayas,m,Unknown,Unknown
Mekka,Unknown,Unknown,Unknown
Mckale,,"Surname derived from Gaelic Mac Cába, Son of Boldness or Son of a Hound",Gaelic
Mekael,m,Who is like God,Hebrew
Mendeecee,m,Unknown,Unknown
Messiahs,m,"Anointed one, Savior, Deliverer",Hebrew
Milson,m,Son of a miller,English
Mihalis,m,"Who is like God, Gift from God",Greek
Mizraim,m,unknown,Hebrew
Mithil,m,Belonging to Mithila,Sanskrit
Montavion,m,Modern Invention,American
Moneeb,m,Unknown,Arabic
Montray,m,Unknown,Unknown
Morrell,m,Moor dweller,English
Morrissey,m,Son of Maurice,Irish
Mofetoluwa,f,"Ifeoluwa: The love of God, Mofe: I want, Oluwa: God","Yoruba, Nigerian"
Muaath,m,"protected, sheltered",Arabic
Mudathir,m,"One who wraps himself up, Enveloped, Cloaked",Arabic
Murari,m,"Lord Krishna, The one who resides in a mura (brick house)",Sanskrit
Mussiah,Unknown,Unknown,Unknown
Nakye,m,Unknown,Unknown
Naqi,m,"Pure, clean, clear",Arabic
Nathanyel,m,"Gift of God, God has given",Hebrew
Nau,,Unknown,Unknown
Negasi,m,"king, ruler","African (Amharic, Tigriyan)"
Nibras,f,"Lamp, Light",Arabic
Neimar,m,Unknown,Unknown
Neshawn,m,Modern invention,Modern American
Nilton,m,"From the town by the mill, settlement near the mill",English
Nioh,m,"Strong, brave",Japanese
Nischal,m,"calm, serene",Sanskrit
Nixin,Unknown,Unknown,Unknown
Nisson,m,"Miracle, God's gift",Hebrew
Niyel,m,Unknown,Unknown
Nyrell,,Unknown,Unknown
Nubaid,m,N/A,N/A
Nuraiz,Unknown,Unknown,Unknown
Nohwa,f,"Aim, Hope",Korean
Obafemi,m,The king loves me,Yoruba
Obichukwu,m,"God's heart, God's mind",Igbo
Packer,m,Someone who packed or packaged goods,English
Olatomiwa,m/f,Wealth is enough,Yoruba
Paladin,m,"Champion, Fighter, Defender","French, English"
Peirce,Unknown,Unknown,Unknown
Peder,m,"Rock, Stone",Greek
Prayag,m,"Confluence, Meeting point",Sanskrit
Princeeli,m,"Royalty, Prince-like",English
Princeethan,m,"Prince, Strong, Gift from God","English, Hebrew"
Princezion,m,"Prince, Zion",Hebrew
Printice,m,"Leader, Principal, Chieftain",English
Quantae,m,Unknown,Unknown
Qualyn,m,Uncertain,Uncertain
Ramces,m,Unknown,Unknown
Radi,m,"Happy, Satisfied",Arabic
Rameek,m,"Strong, courageous, ambitious",Unknown
Ranvit,m,"Courageous, Strong",Sanskrit
Raylend,m,"Counselor, Protector",English
Raycer,m,"Speed, Swift, Quick",English
Reace,Unknown,Unknown,Unknown
Rayshad,m,"Possibly a combination of Ray (counsel, protector) and Shad (joyful, happy)",Possibly a modern American name
Reeder,m,"One who reads, literate person",English
Reeyan,m,Unknown,Unknown
Reiland,m,"counselor, ruler",Germanic
Ridan,m,Unknown,Unknown
Rigved,m,"Knowledge of hymns, Vedic literature",Sanskrit
Rishaank,m,Unknown,Unknown
Rivington,m,From the river farm,English
Rodericus,m,"famous ruler, famous power",Latin
Rodel,m,"Famous ruler, Famous in battle",Spanish
Rollan,m,"Famous, renowned",Germanic
Rollen,m,"Famous, Renowned",German
Ronson,m,"Son of Ron, Variant of Ronald",English
Rontae,m,Unknown,Unknown
Ryance,Unknown,Unknown,Unknown
Ryota,m,"Refreshed, Clear, Good rice, Great",Japanese
Sabastain,m,"Venerable, revered; Majestic",Latin
Safwat,m,"purity, righteousness, excellence",Arabic
Roshad,m,"Counsel of God, Gift of God",Arabic
Sahand,m,Unknown,Persian
Sajed,m,"Blessed, Pious, Devoted",Arabic
Samih,m,"Forgiving, Generous",Arabic
Sameep,m,"Deep thinker, Visionary",Sanskrit
Samim,m,"Sincere, Genuine, Honest",Arabic
Sanchit,m,"Honest, kind-hearted, humble",Sanskrit
Samit,m,"collected, peaceful, calm",Sanskrit
Savieon,m,Unknown,Unknown
Sathya,m,"Truth, Honesty, Reality",Sanskrit
Sefa,m,"Pure, Unblemished",Turkish
Sayhan,m,unknown,unknown
Savoy,,"From the name of a region in the Western Alps, French noble family","French, English"
Sefton,m,Town by the Sea,English
Selasi,m,born on Sunday,Ewe (Ghanaian)
Seph,m,Uncertain,Uncertain
Shanard,m,Unknown,Unknown
Shaikh,m,"noble, chief, leader",Arabic
Shaad,m,"Joy, happiness",Arabic
Shawaiz,m,Unknown,Unknown
Shuo,m,"open-minded, outspoken",Chinese
Sheron,f,"Uncertain, possibly based on the name Sharon","Uncertain, possibly variation of Sharon or Sharon"
Shogo,m,"Enlightened, Thriving, Luxurious",Japanese
Shikhar,m,"Peak, Summit",Sanskrit
Sidhanth,Unknown,Unknown,Unknown
So,Unknown,Unknown,Unknown
Sotiris,m,"Savior, Rescuer",Greek
Sinncere,m,"Sincere, genuine, truthful",English
Soroush,m,"Good News, Prophecy, Sound",Persian
Sriniketh,,Meaning of Sriniketh is unknown,
Stilez,Unknown,Unknown,Unknown
Tadyn,m,Modern invention,Modern English
Subeer,m,"Brave, Courageous",Sanskrit
Srinivas,m,"Lord Vishnu, Abode of Sri, Resplendent, Radiant",Sanskrit
Sujal,m,"Elegant, Charming",Sanskrit
Taij,m,"Peaceful, calm",Japanese
Tailon,m,Uncertain,Uncertain
Taiyon,m,Unknown,Unknown
Takeru,m,"Fierce, warrior",Japanese
Takeem,m,Unknown,Unknown
Tamjeed,m,"Praising, Glorifying",Arabic
Takuto,m,"Lucky, Virtuous",Japanese
Tannor,m,"Occupational surname, derived from French 'taner' meaning 'to tan'",French
Taymur,m,"Strong, Brave, One who is like iron",Arabic
Teandre,m,Uncertain,
Tejveer,m,Radiant warrior,Sanskrit
Thayden,m,"Variant of Hayden, meaning 'heathen', 'hay valley', 'hedged valley'",English
Teddrick,m,"man of power, ruler of the people",English
Teodore,m,gift of God,Greek
Theodorejames,,,
Theofilos,m,Friend of God,Greek
Theotis,m,"Godly, divine",Greek
Theone,f,"Godly, divine",Greek
Thomaz,m,"Twin, Twin brother",Aramaic
Thinh,m,"intelligent, bright",Vietnamese
Tieler,m,variant of Tyler,English
Torence,m,"From the turbulent river, triumph, winner",Latin
Tilghman,,No specific meanings,Unknown
Tinsae,m,"one who is saved, hope, resurrection",Amharic
Titobiloluwa,f,Means 'the Lord is my king' in Yoruba,Yoruba
Tovin,m,"Beloved, God is good",Unknown
Trindon,m,Unknown,Unknown
Trennon,m,Unknown,Unknown
Treyshaun,m,"Variant of Tré Shaun, Combination of Trey and Shaun",American
Tramar,m,"From the Latin name Tramaris, meaning 'from the sea'",Latin
Trowa,Unknown,Unknown,Unknown
Tymell,m,unknown,unknown
Tybias,m,"Derived from the Greek name Tobias, meaning 'God is good'",Greek
Tyray,m,Unknown,Unknown
Tryg,m,"loyal, trustworthy",Norse
Vanbawi,,Unknown,Unknown
Union,,"Unity, Togetherness, Coming together",Latin
Varric,m,"Bold, courageous",Unknown
Vasilis,m,"royal, kingly",Greek
Vedarth,m,Unknown,Unknown
Veron,m,True image; Bear; Victory bringer,Latin
Vinchenzo,m,"Conqueror, victorious",Italian
Vishrut,m,"Renowned, Famous",Sanskrit
Wessam,m,"Charming, Attractive",Arabic
Waldir,m,"Ruler, mighty leader",Germanic
Xenon,m,"stranger, foreigner",Greek
Wesston,m,Unknown,Unknown
Wyitt,m,"Warrior, Strong in battle",English
Xayvien,m,Unknown,Unknown
Xzaviar,m,"Bright, New House",Spanish
Yagiz,m,"To shine, Bright, Clear, Brilliant",Turkish
Yanxiel,m,"Grace of God, God's gift",Unknown
Yansiel,m,Unknown,Unknown
Xabian,m,Unknown,Unknown
Yavian,m,Unknown,Unknown
Yerucham,m,"May He Enlarge/Illuminate, May He Pity/Have Compassion",Hebrew
Yosgart,m,Unknown,Unknown
Youssif,m,"God will increase, God will add",Arabic
Yissachar,m,"there are various meanings of Yissachar, including ""man of hire"" and ""there is recompense""",Hebrew
Zao,,Unknown,Unknown
Yvens,m,Unknown,Unknown
Zahyr,m,"Flower, Blossom",Arabic
Yujun,m,"Gentle, Handsome, Talented",Chinese
Yuda,m,"Praise, Thanksgiving",Hebrew
Zavdiel,m,Gift of God,Hebrew
Zaryk,m,"Strong, leader, powerful",Unknown
Zavonte,m,"Variation of Xavier, unknown meaning",Unknown
Zaran,m,"Golden, like gold",Persian
Zayer,m,Uncertain,Uncertain
Zechari,m,God remembers,Hebrew
Zkari,,Unknown,Unknown
Zhyir,m,Unknown,Unknown
Zennith,f,"High point, peak, summit",English
Ziyang,m,Unknown,Chinese
Zylis,m,Unknown,Unknown
Zykir,m,Unknown,Unknown
Kileigh,f,Uncertain,Uncertain
Charlet,m,Free man,French
Arlyne,f,"Variant of Arlene, uncertain meaning",English
Thu,f,"Autumn, Thursday",Vietnamese
Kiiara,f,Unknown,Unknown
Makinzee,f,"Son of Kenzie, born of fire",Scottish
Azenet,f,Unknown,Unknown
Parizoda,f,Unknown,Persian
Julianys,f,"Youthful, downy-bearded",Latin
Aaleiya,f,"Noble, Exalted",Arabic
Annifer,f,Unknown,Unknown
Davayah,f,"Beloved, Form of David",Hebrew
Allissa,f,"Noble, Truthful, Of noble kind",German
Coleen,f,"Girl, victory, young girl",Irish
Jalylah,f,Unknown,Unknown
Derriana,f,"Uncertain, possibly a variant of Adriana","Uncertain, possibly a combination of different origins"
Eryanna,f,Unknown,Unknown
Ipek,f,Silk,Turkish
Estreya,f,"Star, Radiant, Bright",Spanish
Justyne,f,"fair, righteous",Latin
Mackynzi,f,Son of the fair one; fire-born,Unknown
Kaeliana,f,"Pure, Regal, Heavenly",Hawaiian
Jhanae,f,"Modern invention, variant of Jenny",American
Mikylah,f,"Variant of Michaela, Who is like God",Hebrew
Momo,f,"Peach, slender, gentle",Japanese
Minda,f,"Knowledge, Wisdom, Purpose",Lithuanian
Nica,f,"Victory, Success, Conqueror","Greek, Latin"
Tirenioluwa,f,"Desire meets wealth, Desire meets abundance",Yoruba
Aadaya,f,Gift from God,Sanskrit
Zhoemi,f,Unknown,Unknown
Alysandra,f,"Defender of mankind, Noble kind",Greek
Amaaya,f,"Blessed, Beloved",Sanskrit
Anistynn,f,Unknown,Unknown
Attley,m/f,"From the meadow, Supremely blessed",English
Ayvie,f,"Life, Beloved, Long-lived",English
Breina,f,"strong, virtuous",Hebrew
Axa,f,"Noble, grace",Latin
Briahna,f,"Strong, Noble, Virtuous","Irish, Celtic"
Briona,f,"Strong, virtuous",Irish
Coralena,f,"Variant of Coraline, combination of Coral and Lena",English
Christabelle,f,"Christian, Beautiful",English
Caela,f,Unknown,Unknown
Carlia,f,"Free man, Strong, Feminine form of Carl",Germanic
Giuseppina,f,God will add,Italian
Jaciana,f,Unknown,Unknown
Jerilynn,f,Modern invention,
Harliee,f,"From the hare's meadow, hare-like, courageous",English
Hawraa,f,"Whiteness, Clarity, Purity",Arabic
Jocilyn,f,"Joyful, Cheerful",English
Kalayna,f,"Pure, clear","Unknown, possibly Sanskrit"
Jermya,f,Uncertain,Uncertain
Kalinda,f,"sun, sea, beauty",Sanskrit
Kenzlea,f,Modern invention,
Lyris,f,Unknown,Unknown
Mckinna,f,Son of the fair one,Irish
Kerigan,f,"Warrior, Dark-haired",Irish
Maiar,m,Uncertain,Uncertain
Khylah,f,"Variant of Kayla, combination of Kyle and Kayla",American
Nimsi,f,Unknown,Unknown
Ranyiah,f,Unknown,Unknown
Omya,f,"Essence, Life, Vitality",Indian
Oriane,f,"sunrise, golden, dawn",Latin
Smrithi,f,"Memory, Wisdom, Knowledge",Sanskrit
Aada,f,"Noble, adornment",Finnish
Adeliene,f,"Noble, Kind, Beautiful",French
Aaliyahmarie,,"high, exalted, beloved, bitter, rebellious",
Zoeya,f,"Life, Living",Unknown
Aishini,f,Unknown,Unknown
Alda,f,"Rich, Prosperous, Old, Wise",Germanic
Alayasia,f,Unknown,Unknown
Aleksa,m,"defender of mankind, helper and defender, warrior","Greek, Serbian, Slavic"
Amoha,f,Not specified,
Ameliamae,f,"Industrious, beloved; bitter, sea of bitterness","Germanic, Hebrew"
Arianie,f,"Holy, Silver, Melody",Latin
Betul,f,"pure, full moon",Turkish
Betzabel,f,Unknown,Unknown
Ashante,f,"Thankful, Grateful, Enthusiastic, Joyful",African
Bismah,f,unknown,unknown
Carlyann,f,Combination of Carly and Ann,
Briyana,f,"Strong, Noble, Virtuous",Irish
Chriselle,f,"Bearer of Christ, Follower of Christ",Greek
Danea,f,Unknown,Unknown
Christalyn,f,"Variant of Crystal, combination of Christa and Lynn",American
Coree,f,"Varient of Cory. The hollow, dip; heart; helmet; the hill below the castle; seething pool","Greek, English"
Dilnoor,m/f,"Radiant Heart, Light of the Heart",Punjabi
Eimie,f,"Industrious, hardworking",Irish
Emyiah,f,Unknown,Unknown
Eleyah,f,Unknown,Unknown
Eseta,f,"Favored, Desired",Polynesian
Elenamarie,f,"Varient of Elena and Marie, combining the meanings of both names","Greek, Hebrew"
Ewelina,f,"Uncertain, possibly 'desired' or 'wished for'",Polish
Isara,f,"Strong, Powerful, Leader",Thai
Inas,f,"Vigorous, Brave",Arabic
Harshika,f,"Happy, Full of Joy",Sanskrit
Ginevieve,f,"White wave, fair and smooth, woman of the race of women",French
Ishya,f,"Desire, Wish",Sanskrit
Jahniah,,,
Jariana,f,Unknown,Unknown
Jadee,f,"Precious stone, Nephrite, Green gemstone",English
Jannel,f,God is gracious,Hebrew
Jaryia,f,Unknown,Unknown
Jaycelynn,f,Modern invention,
Laaibah,f,"Delicate, gentle, kind-hearted",Arabic
Jazzalyn,f,modern invention,Modern English
Kassaia,f,"Cinnamon, Cassia tree",Greek
Lavenia,f,unknown,Latin
Lilymarie,f,Combination of Lily and Marie,English
Matayah,m,Gift of God,Hebrew
Makhyla,f,Uncertain,Uncertain
Makynli,f,Uncertain,Uncertain
Miraclle,f,"Wonder, Miracle",Latin
Oyinkansola,f,Joy enriches the crown,Yoruba
Miyabi,f,"Elegance, Grace, Refinement",Japanese
Nyri,Unknown,Unknown,Unknown
Oluchi,f,"God's work, God's doing, God's workmanship",Igbo
Raeliegh,f,"Field of roe deer, Courageous",English
Sadan,m,"Pleased, Content, Generous",Arabic
Samyria,f,Unknown,Unknown
Riniyah,f,unknown,unknown
Ranim,f,"Gazelle, Joy",Arabic
Sandrine,f,Defender of mankind,French
Sevana,f,"Grace, charm, beauty",Armenian
Treslyn,f,modern invention,English
Talena,f,"Modern creation, possibly a variant of Talia or Talina","Unknown, possibly American"
Xyleena,f,Unknown,Unknown
Zineb,f,"Ornament, Decoration",Arabic
Yamilah,f,"Beautiful, Graceful",Arabic
Zellah,f,Unknown,Unknown
Zoeyjane,f,"Variation of Zoey, God's gift",Greek
Zitlali,f,Unknown,Nahuatl
Aalana,f,Uncertain,Irish
Aazeen,f,Unknown,Unknown
Abha,f,"Radiant, lustrous, splendid",Sanskrit
Abida,f,"Worshipper, Devoted, Obedient",Arabic
Abhigna,f,"Knowledgeable, Leader, Symbol of knowledge",Sanskrit
Adalaina,f,"Noble, Kind, Sweet",Germanic
Akshitha,f,Unknown,Unknown
Aiyannah,f,Unknown,Unknown
Aerolyn,f,Uncertain,Uncertain
Alfonsina,f,"Noble, ready for battle","Spanish, Italian"
Alithea,f,"Truth, Verity",Greek
